Title,Image,Category,Price,Price1,sales_count,ratings,review_counts
Langenbeck Retractors 21 | SM1862,,retractor,63.56,34.96,942,1.8,447
Balfour Abdominal Retractor 4″ Spread Baby Balfour Stainless Steel | SM1839,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1839-247x247.jpg,retractor,54.53,29.99,941,3.9,340
Senn Miller Retractor 3 Sharp Prongs 6 3/8″ Double Ended | SM4639,https://surgicalmart.com/wp-content/uploads/2024/05/senn-miller-retractor-3-sharp-prongs-surgicalmart-247x247.jpg,retractor,18.15,9.99,936,2.7,246
Retractors Sharp 16cm | SM1867,,retractor,63.56,34.96,928,3.8,242
Richardson-Eastman Retractor 11″ Double Ended Large | SM4326,https://surgicalmart.com/wp-content/uploads/2023/05/richardson-eastman-retractor-11inch-double-end-large-surgicalmart-247x247.jpg,retractor,27.25,14.99,923,2.7,397
Pediatric Ribbon Retractor 1″ x  8″ Malleable | SM4880,,retractor,18.15,9.99,919,4.7,471
Graham Nerve Hook Blunt 6mm Deep 6.5″ Neurosurgical Instruments | SM4574,https://surgicalmart.com/wp-content/uploads/2023/08/graham-nerve-hook-6-5inches-blunt-6mm-deep-surgicalmart-247x247.jpg,retractor,18.15,9.99,907,4.5,416
Sauerbruch Retractor 22.5cm | SM1872,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1872-247x247.jpg,retractor,76.69,42.18,900,4.5,370
Deaver Retractor 2.5″ X 13″ with Solid Handle | SM5138,https://surgicalmart.com/wp-content/uploads/2024/09/deaver-retractor-2-5x13-curved-blade-solid-handle-surgicalmart-247x247.jpg,retractor,36.35,19.99,875,2.6,500
Deaver Retractor 1.5″x12″ with Hollow Grip Handle | SM5131,,retractor,30.89,16.99,865,2.5,355
Kocher Retractors 19cm | SM1860,,retractor,44.81,24.65,854,4.2,386
Joseph Skin Hook 6.25″ Two Sharp Prong 5mm Wide | SM4813,https://surgicalmart.com/wp-content/uploads/2024/04/joseph-double-hook-5mm-wide-sharp-prong-surgicalmart-247x247.jpg,retractor,14.52,7.99,845,4.3,498
2 Senn Miller Retractor 6 3/8″ Sharp & Blunt Prongs | SM4638,https://surgicalmart.com/wp-content/uploads/2024/05/2-senn-miller-retractor-sharp-blunt-prongs-surgicalmart-247x247.jpg,retractor,30.89,16.99,843,3.1,425
Gelpi Retractor 7″ Sharp Tips with Grip Lock | SM4655,https://surgicalmart.com/wp-content/uploads/2024/01/gelpi-retractor-7inch-sharp-tip-surgicalmart-247x247.jpg,retractor,27.25,14.99,836,1.8,434
Deaver Retractor 4″ X 13″ with Solid Handle | SM5139,https://surgicalmart.com/wp-content/uploads/2024/09/deaver-retractor-4x13-curved-blade-solid-handle-surgicalmart-247x247.jpg,retractor,45.45,24.99,829,3.2,443
Weitlaner Retractor 9.5″ 3×4 Prongs Blunt | SM4644,,retractor,36.35,19.99,829,4.9,433
Green Retractor | SM1855,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1855-247x247.jpg,retractor,66.56,36.61,821,3.8,461
5 Pcs Crile Thyroid Retractor Set 4.5″ Double Ended | SM4590,,retractor,81.8,44.99,820,3.6,497
Ollier Retractor 22.5cm | SM1864,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1864-247x247.jpg,retractor,101.06,55.59,808,3.1,500
Deaver Retractor 1″ X 13″ (25 X 330mm) with Solid Handle | SM1845,https://surgicalmart.com/wp-content/uploads/2017/05/deaver-retractor-1x13-curved-blade-solid-handle-surgicalmart-247x247.jpg,retractor,29.08,15.99,805,1.4,444
Deaver Retractor 2″ X 13″ with Solid Handle | SM5137,,retractor,32.7,17.99,783,3.9,255
Harrington Retractor | SM1857,,retractor,129.19,71.05,765,2.1,412
Pediatric Ribbon Retractor 5/8″ x 8″ Malleable | SM4879,,retractor,18.15,9.99,762,5.0,434
Weitlaner Retractor 3X4 Prong Sharp 9.5″ | SM4649,,retractor,36.35,19.99,735,2.3,395
Weitlaner Retractor 3X4 Prong Sharp 6.5″ | SM4647,,retractor,25.45,13.99,733,3.5,104
Doyen Retractors 25cm | SM1851,,retractor,101.06,55.59,731,2.1,52
Kelly Retractor 26cm | SM1858,,retractor,129.19,71.05,727,1.3,460
Set of 2 Richardson-Eastman Retractors Double Ended | SM1871,https://surgicalmart.com/wp-content/uploads/2017/05/richardson-eastman-retractor-double-ended-set-of-2-surgicalmart-247x247.jpg,retractor,49.08,26.99,703,2.6,327
Parker-Langenbeck (US Army) | SM1865,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1865-247x247.jpg,retractor,54.19,29.8,640,1.5,401
Deaver Retractor 2″x12″ with Hollow Grip Handle | SM5132,,retractor,32.7,17.99,637,3.8,238
Guthrie Retractor 16cm | SM1856,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1856-247x247.jpg,retractor,54.19,29.8,634,1.1,215
Langenbeck Retractors 22cm | SM1863,,retractor,82.31,45.28,634,1.2,311
Ribbon Retractor 1″ x 7″ Malleable | SM1869,,retractor,16.35,8.99,626,1.7,297
Balfour Abdominal Retractor 10″ Spread | SM1838,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1838-247x247.jpg,retractor,90.88,49.99,613,4.8,90
Deaver Retractor 2.5″x12″ with Hollow Grip Handle | SM5133,,retractor,34.52,18.99,606,1.2,276
Graefe Retractor 16cm | SM1854,,retractor,44.81,24.65,603,4.0,253
Ribbon Retractor 5/8″ x 7″ Malleable | SM4878,,retractor,16.35,8.99,600,2.8,302
Deaver Retractor 1″x12″ with Hollow Grip Handle | SM5130,https://surgicalmart.com/wp-content/uploads/2024/08/deaver-retractor-1x12-hollow-grip-handle-surgicalmart-247x247.jpg,retractor,27.25,14.99,591,5.0,2
Gelpi Retractor 5.5″ Sharp Tips with Grip Lock | SM4654,,retractor,23.62,12.99,582,4.2,390
5 Pcs Surgical Skin Hooks Retractor Set | SM4971,https://surgicalmart.com/wp-content/uploads/2024/07/surgical-skin-hooks-retractor-5pcs-set-surgicalmart-247x247.jpg,retractor,54.52,29.99,556,3.4,188
Ribbon Retractor 3/4″ x 13″ Malleable | SM1868,https://surgicalmart.com/wp-content/uploads/2017/05/ribbon-retractor-0.75x13-malleable-blades-surgicalmart-247x247.jpg,retractor,16.35,8.99,534,2.8,199
Weitlaner Retractor 3X4 Prong Sharp 5.5″ | SM4646,,retractor,23.62,12.99,522,3.6,71
7 Pcs Ribbon Retractors Set Malleable Blade | SM4881,https://surgicalmart.com/wp-content/uploads/2024/07/7-ribbon-retractors-set-malleable-blades-surgicalmart-247x247.jpg,retractor,109.08,59.99,515,2.9,201
Crile Thyroid Retractor 4.5″ Double Ended | SM4588,,retractor,21.8,11.99,514,4.1,372
Joseph Skin Hook 6.25″ Two Sharp Prong 10mm Wide | SM4815,https://surgicalmart.com/wp-content/uploads/2024/04/joseph-double-hook-10mm-wide-sharp-prong-surgicalmart-247x247.jpg,retractor,14.52,7.99,512,4.3,65
Cottle Septum Nasal Speculum Large 6″ Blade 75mm with Set Screw | SM2551,https://surgicalmart.com/wp-content/uploads/2022/07/cottle-septum-nasal-speculum-6-set-4-blade-75mm-large-surgicalmart-247x247.jpg,rhinology,36.35,19.99,977,3.7,292
Blakesley Nasal Forceps Angled 90 Degree 3.5mm Pointed Fenestrated Cup | SM5173,,rhinology,181.8,99.99,972,2.4,239
Sinus Suction Tube 6.5” Short Curved 4mm Diameter Bulbous Tip | SM5182,https://surgicalmart.com/wp-content/uploads/2024/11/sinus-suction-tube-short-curved-4mm-tip-surgicalmart-247x247.jpg,rhinology,72.7,39.99,963,1.1,496
"Cottle Nasal Speculum 6″ Set of 4 Blade 35mm, 50mm, 75mm, 90mm | SM1877",https://surgicalmart.com/wp-content/uploads/2017/05/4-cottle-nasal-speculum-6-set-blade-35mm-50mm-75mm-90mm-surgicalmart-247x247.jpg,rhinology,113.63,62.49,954,2.7,473
Hartmann Rhinology | SM1879,,rhinology,176.06,96.84,947,2.5,349
2 Vienna Nasal Speculum 5.75″ Blade 30mm Medium | SM2496,https://surgicalmart.com/wp-content/uploads/2022/07/2-pcs-vienna-nasal-speculum-set-medium-surgicalmart-247x247.jpg,rhinology,27.25,14.99,940,2.4,313
Blakesley Nasal Punch Thru-cut Forceps 45º Upward 2.5mm Oval Bite Gold Handle | SM5176,,rhinology,199.99,109.99,891,3.3,262
Von Eicken Antrum Cannula 6″ Long Curved 4mm Bulbous Tip | SM5180,,rhinology,72.7,39.99,868,1.5,366
Vienna Nasal Speculum 5.75″ Blade 30mm Medium | SM2493,https://surgicalmart.com/wp-content/uploads/2022/07/vienna-nasal-speculum-5-75-blade-30mm-medium-surgicalmart-247x247.jpg,rhinology,18.13,9.99,859,4.7,351
Troeltsch Rhinology 15cm | SM1894,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1894-247x247.jpg,rhinology,26.06,14.34,829,4.9,330
Tieck-Halle Nasal Specula 13.5cm | SM1893,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1893-247x247.jpg,rhinology,54.19,29.8,823,4.3,463
Medium Vienna Nasal Speculum 30mm Blade ENT Instrument | SHM0036,,rhinology,30.89,16.99,807,3.2,490
Myles Rhinology 7mm | SM1891,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1891-247x247.jpg,rhinology,180.75,99.41,798,2.4,450
Cottle Septum Nasal Speculum 6″ Blade 35mm with Set Screw | SM2499,https://surgicalmart.com/wp-content/uploads/2022/07/cottle-septum-nasal-speculum-6-blade-35mm-small-surgicalmart-247x247.jpg,rhinology,31.81,17.49,792,4.0,91
Hartmann Rhinology 16cm | SM1882,,rhinology,137.44,75.59,777,2.4,365
Sinus Sickle Knife 7.5″ Curved Blunt Tip | SM5170,https://surgicalmart.com/wp-content/uploads/2024/11/sinus-sickle-knife-curved-blade-blunt-tip-surgicalmart-247x247.jpg,rhinology,16.35,8.99,724,4.6,94
2 Vienna Nasal Speculum 5.75″ Blade 35mm Large | SM2497,https://surgicalmart.com/wp-content/uploads/2022/07/2-pcs-vienna-nasal-speculum-set-large-surgicalmart-247x247.jpg,rhinology,29.5,16.23,712,3.9,304
Kerrison Rhinology | SM1887,,rhinology,166.69,91.68,711,2.5,111
Troeltsch Wilde Ear Forceps 5″ Angular 1×2 Teeth | SM4698,https://surgicalmart.com/wp-content/uploads/2024/03/troeltsch-wilde-ear-forceps-1x2-teeth-surgicalmart-247x247.jpg,rhinology,16.35,8.99,703,4.9,445
Cottle Septum Nasal Speculum 6″ Blade 90mm with Set Screw | SM2552,,rhinology,43.13,23.73,666,3.1,103
2 Blakesley Through-Cutting Sinus Forceps 2.5mm Oval Bite Gold Handle | SM5177,,rhinology,363.62,199.99,584,4.9,479
Myles Rhinology 5mm | SM1890,,rhinology,180.75,99.41,573,1.3,71
Hartmann Rhinology | SM1881,,rhinology,176.06,96.84,540,4.2,25
Surghaus Medical 3 Pcs Vienna Nasal Speculum Set ENT Instruments | SHM0004,https://surgicalmart.com/wp-content/uploads/2025/01/3-vienna-nasal-speculum-set-surghausmedical-247x247.jpg,rhinology,47.25,25.99,523,1.1,461
"3 Pcs Vienna Nasal Speculum Set Small, Medium & Large | SM2495",https://surgicalmart.com/wp-content/uploads/2022/07/3-vienna-nasal-speculum-set-5-75-small-medium-large-surgicalmart-247x247.jpg,rhinology,45.44,24.99,517,4.0,363
Nasal Sinus Scissors 5.5″ (14cm) Shaft Straight Blade | SM5169,https://surgicalmart.com/wp-content/uploads/2024/11/nasal-sinus-scissors-straight-blade-surgicalmart-247x247.jpg,rhinology,27.25,14.99,511,2.9,148
Hartmann Rhinology 20cm | SM1883,,rhinology,137.44,75.59,508,2.8,326
Killian Septum Nasal Speculum 6″ Blade 3″ (7.6cm) – Large | SM2488,https://surgicalmart.com/wp-content/uploads/2022/07/killian-nasal-speculum-6-blade-3-large-surgicalmart-247x247.jpg,rhinology,21.8,11.99,480,4.6,110
T/C Cottle Dorsal Scissors 6″ Angled Shanks with Gold Handle | SM4678,,rhinology,23.62,12.99,471,1.9,424
Blakesley Nasal Forceps Straight 3.5mm Pointed Fenestrated Cup | SM5171,https://surgicalmart.com/wp-content/uploads/2024/11/blakesley-nasal-forceps-straight-3-5mm-bite-surgicalmart-247x247.jpg,rhinology,181.8,99.99,462,4.9,324
2 Vienna Nasal Speculum 5.75″ Blade 23mm Small (Infant)| SM2498,https://surgicalmart.com/wp-content/uploads/2022/07/2-pcs-vienna-nasal-speculum-set-small-surgicalmart-247x247.jpg,rhinology,24.99,13.74,451,3.8,79
Killian Septum Nasal Speculum 6″ Blade 2″ (5.1cm) – Small | SM2486,https://surgicalmart.com/wp-content/uploads/2022/07/killian-nasal-speculum-6-blade-2-surgicalmart-247x247.jpg,rhinology,18.15,9.99,448,1.1,46
Killian Septum Nasal Speculum 6″ Blade 3.5″ (8.9cm) – Extra Large | SM2489,https://surgicalmart.com/wp-content/uploads/2022/07/killian-nasal-speculum-6-blade-3-5-extra-large-surgicalmart-247x247.jpg,rhinology,23.62,12.99,426,1.4,244
"3 Von Eicken Antrum Cannula Set 6″ Long Curved 2.5mm, 3mm, 4mm Tip | SM5181",https://surgicalmart.com/wp-content/uploads/2024/11/3-killian-von-eicken-antrum-cannula-long-curve-tip-surgicalmart-247x247.jpg,rhinology,181.8,99.99,381,1.9,272
Small Vienna Nasal Speculum 23mm Blade ENT Instrument | SHM0035,https://surgicalmart.com/wp-content/uploads/2025/01/small-vienna-nasal-speculum-surghausmedical-247x247.jpg,rhinology,30.89,16.99,375,4.1,492
Von Eicken Antrum Cannula 6″ Long Curved 3mm Bulbous Tip | SM5179,,rhinology,72.7,39.99,366,1.5,309
Von Eicken Antrum Cannula 6″ Long Curved 2.5mm Bulbous Tip | SM5178,,rhinology,72.7,39.99,357,2.0,89
"Cottle Nasal Speculum 6″ with 35mm, 50mm, 75mm, 90mm Blades | SHM0014",https://surgicalmart.com/wp-content/uploads/2025/01/cottle-septum-nasal-speculum-surghausmedical-247x247.jpg,rhinology,32.7,17.99,344,3.6,145
Hartmann Rhinology | SM1878,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1878-247x247.jpg,rhinology,176.16,96.89,314,2.9,151
Vienna Nasal Speculum 5.75″ Blade 23mm Infant Small | SM2490,https://surgicalmart.com/wp-content/uploads/2022/07/vienna-nasal-speculum-5-75-blade-23mm-infant-small-surgicalmart-247x247.jpg,rhinology,15.88,8.74,307,1.6,84
3 Blakesley Nasal Forceps Set 3.5mm Bite Straight+Angled 45 & 90 Degree Jaws | SM5174,,rhinology,599.99,269.99,296,1.1,306
"4 Killian Septum Nasal Speculum 6″ Blades 2″, 2.5″, 3″ & 3.5″ | SM1888",,rhinology,72.7,39.99,285,1.2,147
Blakesley Nasal Punch Thru-cut Forceps Straight 2.5mm Oval Bite Gold Handle | SM5175,,rhinology,199.99,109.99,279,3.9,68
Troeltsch Rhinology 16cm | SM1895,,rhinology,26.06,14.34,246,2.2,154
Vienna Nasal Speculum 5.75″ Blade 35mm Large | SM2494,https://surgicalmart.com/wp-content/uploads/2022/07/vienna-nasal-speculum-5-75-blade-35mm-large-surgicalmart-247x247.jpg,rhinology,20.44,11.24,240,4.8,377
Large Vienna Nasal Speculum 35mm Blade ENT Instrument | SHM0005,,rhinology,30.89,16.99,230,4.6,35
Mod Nasal Specula | SM1889,,rhinology,59.44,32.69,219,1.4,65
Myles Rhinology 9mm | SM1892,https://surgicalmart.com/wp-content/uploads/2017/06/SurgicalMart-SM1892-247x247.jpg,rhinology,180.75,99.41,218,4.8,89
Hartmann Rhinology | SM1880,,rhinology,176.16,96.89,184,1.7,495
Hartmann-Halle Nasal Specula 2 | SM1885,,rhinology,57.19,31.45,112,3.2,318
Ferris-Smith Cup Rongeur 7″ 4x10mm Curved Up | SM4480,https://surgicalmart.com/wp-content/uploads/2023/05/ferris-smith-cup-rongeurs-4x10mm-curved-up-surgicalmart-247x247.jpg,rongeurs,54.52,29.99,990,3.8,459
Ferris-Smith Cup Rongeur 7″ 3x10mm Curved Up | SM4479,https://surgicalmart.com/wp-content/uploads/2023/05/ferris-smith-cup-rongeurs-3x10mm-curved-up-surgicalmart-247x247.jpg,rongeurs,54.52,29.99,980,1.2,127
Ferris Smith Cup Rongeurs 7″ Neurosurgical 2x10mm Curved Down | SM4475,https://surgicalmart.com/wp-content/uploads/2023/05/ferris-smith-cup-rongeurs-2x10mm-curved-down-jaws-surgicalmart-247x247.jpg,rongeurs,54.52,29.99,855,5.0,302
Ferris-Smith Cup Rongeurs 7″ 3x10mm Straight | SM4482,https://surgicalmart.com/wp-content/uploads/2023/05/ferris-smith-rongeurs-3x10mm-straight-surgicalmart-247x247.jpg,rongeurs,54.52,29.99,594,3.6,444
Ferris-Smith Cup Rongeurs 7″ 4x10mm Straight | SM4483,https://surgicalmart.com/wp-content/uploads/2023/05/ferris-smith-rongeurs-4x10mm-straight-surgicalmart-247x247.jpg,rongeurs,54.52,29.99,563,3.9,63
Ferris-Smith Cup Rongeur 7″ 2x10mm Curved Up | SM4478,https://surgicalmart.com/wp-content/uploads/2023/05/ferris-smith-cup-rongeurs-2x10mm-curved-up-surgicalmart-247x247.jpg,rongeurs,54.52,29.99,414,4.5,81
Ferris Smith Cup Rongeurs 7″ Neurosurgical 4x10mm Curved Down | SM4477,https://surgicalmart.com/wp-content/uploads/2023/05/ferris-smith-cup-rongeurs-4x10mm-curved-down-jaws-surgicalmart-247x247.jpg,rongeurs,54.52,29.99,377,3.4,86
Ferris Smith Cup Rongeurs 7″ Neurosurgical 3x10mm Curved Down | SM4476,https://surgicalmart.com/wp-content/uploads/2023/05/ferris-smith-cup-rongeurs-3x10mm-curved-down-jaws-surgicalmart-247x247.jpg,rongeurs,54.52,29.99,346,4.0,202
Ferris-Smith Cup Rongeurs 7″ 2x10mm Straight | SM4481,https://surgicalmart.com/wp-content/uploads/2023/05/ferris-smith-rongeurs-2x10mm-straight-surgicalmart-247x247.jpg,rongeurs,54.52,29.99,240,3.2,190
Scalpel Blades for Handle No. 4 | SM1910,,scalpel handle,17.44,9.59,961,2.6,497
2 Round Scalpel Handles #3 Fits Blade 10 to 16 | SM4830,https://surgicalmart.com/wp-content/uploads/2024/04/2-round-scalpel-handle-3-for-blades10-16-surgicakmart-247x247.jpg,scalpel handle,25.45,13.99,924,3.0,266
Pack of 10 Scalpel Blades #60 Autopsy Post Mortem Surgical Blade | SM3788,,scalpel handle,18.15,9.99,899,3.6,200
Pack of 100 Surgical Blades #21 with Scalpel Knife Handle #4 | SM2718,https://surgicalmart.com/wp-content/uploads/2021/12/100-surgical-blades-21-with-scalpe-knife-handle-4-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,892,4.2,161
Pack of 100 Surgical Blades #15C with Scalpel Knife Handle #3| SM2716,https://surgicalmart.com/wp-content/uploads/2021/12/100-surgical-blades-15c-with-scalpe-knife-handle-3-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,892,4.1,489
10 Pcs Bard Parker Scalpel Handle #3 with Ruler | SM4825,https://surgicalmart.com/wp-content/uploads/2024/04/10-bard-parker-scalpel-handle-3-with-ruler-surgicalmart-247x247.jpg,scalpel handle,81.8,44.99,887,3.1,69
Tactical Black Scalpel Handle #3 with 10 Pcs Scalpel Blades #10 | SHM0028,https://surgicalmart.com/wp-content/uploads/2025/01/tactical-black-scalpel-handle-3-with-blades-10-surghausmedical-247x254.jpg,scalpel handle,16.35,8.99,874,2.8,120
Scalpel Handle #3L | SM1912,https://surgicalmart.com/wp-content/uploads/2017/05/scalpel-handle-3l-surgicalmart-online-247x247.jpg,scalpel handle,13.61,7.49,864,4.7,295
Pack of 100 Surgical Blades #12 with Scalpel Knife Handle #3| SM2714,https://surgicalmart.com/wp-content/uploads/2021/12/100-surgical-blades-12-with-scalpe-knife-handle-3-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,861,1.1,348
Pack of 100 Scalpel Blades #70 | SM4603,https://surgicalmart.com/wp-content/uploads/2023/10/scalpel-blades-70-100pcs-pack-surgialmart-247x247.jpg,scalpel handle,90.89,69.99,846,3.3,232
Bard Parker Scalpel Handle #3 with Ruler | SM4821,https://surgicalmart.com/wp-content/uploads/2024/04/bard-parker-scalpel-handle-3-with-ruler-surgicalmart-247x247.jpg,scalpel handle,14.52,7.99,845,2.4,209
Pack of 100 Surgical Blades #15 with Scalpel Knife Handle #3| SM2715,https://surgicalmart.com/wp-content/uploads/2021/12/100-surgical-blades-15-with-scalpe-knife-handle-3-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,813,2.6,479
10 Sterile Surgical Blades #24 with Scalpel Knife Handle #4 | SM2705,https://surgicalmart.com/wp-content/uploads/2021/12/10-sterile-surgical-blades-24-scalpel-knife-handle-4-surgicalmart-247x248.jpg,scalpel handle,14.99,8.24,802,2.9,373
Pack of 100 Surgical Blades #20 with Scalpel Knife Handle #4 | SM2717,https://surgicalmart.com/wp-content/uploads/2021/12/100-surgical-blades-20-with-scalpe-knife-handle-4-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,776,1.2,397
10 Sterile Surgical Blades #22 with Scalpel Knife Handle #4 | SM2703,https://surgicalmart.com/wp-content/uploads/2021/12/10-sterile-surgical-blades-22-scalpel-knife-handle-4-surgicalmart-247x248.jpg,scalpel handle,14.99,8.24,774,3.5,232
Scalpel Handle #4 | SM1914,https://surgicalmart.com/wp-content/uploads/2017/05/scalpel-handle-4-surgicalmart-247x247.jpg,scalpel handle,12.7,6.99,771,1.7,121
Pack of 100 Surgical Blades #24 with Scalpel Knife Handle #4 | SM2721,https://surgicalmart.com/wp-content/uploads/2021/12/100-surgical-blades-24-with-scalpe-knife-handle-4-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,769,2.7,376
10 Pcs Disposable Scalpel Blades #21 with Plastic Handle | SM2728,https://surgicalmart.com/wp-content/uploads/2022/04/10-disposable-scalpel-blades-21-with-plastic-handle-surgicalmart-1-247x247.jpg,scalpel handle,18.13,9.98,769,2.2,491
10 Sterile Surgical Blades #15 with Scalpel Knife Handle #3 | SM2710,https://surgicalmart.com/wp-content/uploads/2021/12/10-sterile-surgical-blades-15-scalpel-knife-handle-3-surgicalmart-247x247.jpg,scalpel handle,14.99,8.24,768,3.6,262
Scalpel Handle #3 | SM1911,,scalpel handle,12.7,6.99,766,4.7,152
10 Pcs Disposable Scalpel Blades #15 with Plastic Handle | SM2726,https://surgicalmart.com/wp-content/uploads/2022/04/10-disposable-scalpel-blades-15-with-plastic-handle-surgicalmart-1-247x247.jpg,scalpel handle,18.13,9.98,764,1.9,287
10 Pcs Disposable Scalpel Blades #11 with Plastic Handle | SM2724,https://surgicalmart.com/wp-content/uploads/2022/04/10-disposable-scalpel-blades-11-with-plastic-handle-surgicalmart-1-247x247.jpg,scalpel handle,18.13,9.98,750,1.1,456
Scalpel Handle #4L | SM1915,,scalpel handle,14.52,7.99,748,3.0,82
10 Round Scalpel Handles #3 Fits Blade 10 to 16 | SM4832,https://surgicalmart.com/wp-content/uploads/2024/04/10-round-scalpel-handle-3-for-blades10-16-surgicakmart-247x247.jpg,scalpel handle,72.7,39.9,746,1.9,349
Pack of 20 Scalpel Blades #60 Autopsy Post Mortem Surgical Blade | SM3787,https://surgicalmart.com/wp-content/uploads/2023/02/scalpel-blade-6-20pcs-pack-surgicalmart-247x247.jpg,scalpel handle,32.7,17.99,725,1.5,287
50 Scalpel Blades #60 with FREE Scalpel Handle #8 | SM3744,https://surgicalmart.com/wp-content/uploads/2023/02/scalpel-blades-60-with-handle-8-50pcs-pack-surgialmart-247x247.jpg,scalpel handle,76.35,41.99,723,3.2,389
Pack of 100 Surgical Blades #22 with Scalpel Knife Handle #4 | SM2719,https://surgicalmart.com/wp-content/uploads/2021/12/100-surgical-blades-22-with-scalpe-knife-handle-4-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,714,3.0,220
Round Scalpel Handle #3 Straight Fits Blade 10-16 | SM4829,https://surgicalmart.com/wp-content/uploads/2024/04/round-scalpel-handle-3-for-blades10-116-surgicakmart-247x247.jpg,scalpel handle,18.15,9.99,689,2.2,101
Pack of 100 Surgical Blades #23 with Scalpel Knife Handle #4 | SM2720,https://surgicalmart.com/wp-content/uploads/2021/12/100-surgical-blades-23-with-scalpe-knife-handle-4-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,679,1.9,268
10 Pcs Disposable Scalpel Blades #23 with Plastic Handle | SM2730,,scalpel handle,18.13,9.98,669,2.0,185
Pack of 50 Scalpel Blades #60 Autopsy Post Mortem Surgical Blade | SM3743,https://surgicalmart.com/wp-content/uploads/2023/02/scalpel-blade-6-50pcs-pack-surgicalmart-247x247.jpg,scalpel handle,65.45,35.99,623,3.2,242
5 Pcs Bard Parker Scalpel Handle #4 with Ruler | SM4827,https://surgicalmart.com/wp-content/uploads/2024/04/5-bard-parker-scalpel-handle-4-with-ruler-surgicalmart-247x247.jpg,scalpel handle,54.52,29.99,584,1.6,211
Pack of 100 Surgical Blades #11 with Scalpel Knife Handle #3| SM2713,https://surgicalmart.com/wp-content/uploads/2021/12/100-surgical-blades-11-with-scalpe-knife-handle-3-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,580,3.3,217
10 Sterile Surgical Blades #15C with Scalpel Knife Handle #3 | SM2711,https://surgicalmart.com/wp-content/uploads/2021/12/10-sterile-surgical-blades-15c-scalpel-knife-handle-3-surgicalmart-247x247.jpg,scalpel handle,14.99,8.24,575,3.4,352
Pack of 100 Scalpel Blades #60 Autopsy Post Mortem Surgical Blade | SM3789,https://surgicalmart.com/wp-content/uploads/2023/02/scalpel-blade-6-100pcs-pack-surgicalmart-247x247.jpg,scalpel handle,123.62,67.99,558,2.4,403
10 Sterile Surgical Blades #10 with Scalpel Knife Handle #3 | SM2707,https://surgicalmart.com/wp-content/uploads/2021/12/10-sterile-surgical-blades-10-scalpel-knife-handle-3-surgicalmart-247x247.jpg,scalpel handle,14.99,8.24,550,1.6,406
Scalpel Handle #5 with Green Plastic Grip | SM4819,,scalpel handle,12.7,6.99,550,4.2,64
2 Pcs Bard Parker Scalpel Handle #3 with Ruler | SM4823,https://surgicalmart.com/wp-content/uploads/2024/04/2-bard-parker-scalpel-handle-3-with-ruler-surgicalmart-247x247.jpg,scalpel handle,25.45,13.99,532,3.1,253
Adjustable Scalpel Handle #3 – 180° Rotation with 7 Adjustable Angles| SM4833,https://surgicalmart.com/wp-content/uploads/2024/04/adjustable-scalpel-handle-3-180-degree-rotation-surgicalmart-247x247.jpg,scalpel handle,19.99,10.99,516,4.3,233
Scalpel Handle #6 with Red Plastic Grip | SM4818,https://surgicalmart.com/wp-content/uploads/2024/04/scalpel-handle-6-red-plastic-grip-surgicalmart-247x247.jpg,scalpel handle,12.7,6.99,477,1.0,375
Scalpel Handle #4LA Angled | SM1916,https://surgicalmart.com/wp-content/uploads/2017/05/scalpel-handle-4l-angled-surgicalmart-247x247.jpg,scalpel handle,13.61,7.49,462,4.9,167
Scalpel Handle #7 Surgical Scalpel Knife Handle Medical Dental ENT | SM1917,,scalpel handle,14.75,8.11,446,3.7,343
10 Pcs Disposable Scalpel Blades #24 with Plastic Handle | SM2731,https://surgicalmart.com/wp-content/uploads/2022/04/10-disposable-scalpel-blades-24-with-plastic-handle-surgicalmart-1-247x247.jpg,scalpel handle,18.13,9.98,421,4.7,435
10 Sterile Surgical Blades #23 with Scalpel Knife Handle #4 | SM2704,https://surgicalmart.com/wp-content/uploads/2021/12/10-sterile-surgical-blades-23-scalpel-knife-handle-4-surgicalmart-247x248.jpg,scalpel handle,14.99,8.24,394,2.3,327
